heterozygotes_survival_rate,resistance_rate,drop_ratio,drive_efficiency,low_density_growth_rate,density_growth_curve,generation_to_suppression,type
0.225,0.5,1.125,0.5,6.0,linear,125.250,recessivelethal
0.225,0.5,1.2,0.5,6.0,linear,122.050,recessivelethal
0.225,0.5,1.275,0.5,6.0,linear,123.050,recessivelethal
0.225,0.5,1.35,0.5,6.0,linear,119.350,recessivelethal
0.225,0.5,1.425,0.5,6.0,linear,117.400,recessivelethal
0.225,0.5,1.5,0.5,6.0,linear,117.650,recessivelethal
0.250,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.250,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.250,0.5,0.025,0.5,6.0,linear,270.450,haplolethal
0.250,0.5,0.05,0.5,6.0,linear,163.100,haplolethal
0.250,0.5,0.075,0.5,6.0,linear,129.150,haplolethal
0.250,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.250,0.5,0.1,0.5,6.0,linear,111.350,haplolethal
0.250,0.5,0.125,0.5,6.0,linear,100.050,haplolethal
0.250,0.5,0.15,0.5,6.0,linear,92.300,haplolethal
0.250,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.250,0.5,0.175,0.5,6.0,linear,85.700,haplolethal
0.250,0.5,0.2,0.5,6.0,linear,81.250,haplolethal
0.250,0.5,0.225,0.5,6.0,linear,76.650,haplolethal
0.250,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.250,0.5,0.25,0.5,6.0,linear,73.850,haplolethal
0.250,0.5,0.275,0.5,6.0,linear,70.400,haplolethal
0.250,0.5,0.3,0.5,6.0,linear,68.100,haplolethal
0.250,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.250,0.5,0.325,0.5,6.0,linear,66.100,haplolethal
0.250,0.5,0.35,0.5,6.0,linear,63.850,haplolethal
0.250,0.5,0.375,0.5,6.0,linear,62.950,haplolethal
0.250,0.5,0.375,0.5,6.0,linear,304.666,recessivelethal
0.250,0.5,0.4,0.5,6.0,linear,60.400,haplolethal
0.250,0.5,0.425,0.5,6.0,linear,60.100,haplolethal
0.250,0.5,0.45,0.5,6.0,linear,58.850,haplolethal
0.250,0.5,0.45,0.5,6.0,linear,245.800,recessivelethal
0.250,0.5,0.475,0.5,6.0,linear,56.800,haplolethal
0.250,0.5,0.5,0.5,6.0,linear,55.750,haplolethal
0.250,0.5,0.525,0.5,6.0,linear,205.900,recessivelethal
0.250,0.5,0.6,0.5,6.0,linear,184.800,recessivelethal
0.250,0.5,0.675,0.5,6.0,linear,175.050,recessivelethal
0.250,0.5,0.75,0.5,6.0,linear,174.000,recessivelethal
0.250,0.5,0.825,0.5,6.0,linear,164.900,recessivelethal
0.250,0.5,0.9,0.5,6.0,linear,165.800,recessivelethal
0.250,0.5,0.975,0.5,6.0,linear,152.100,recessivelethal
0.250,0.5,1.05,0.5,6.0,linear,150.750,recessivelethal
0.250,0.5,1.125,0.5,6.0,linear,147.750,recessivelethal
0.250,0.5,1.2,0.5,6.0,linear,146.050,recessivelethal
0.250,0.5,1.275,0.5,6.0,linear,139.800,recessivelethal
0.250,0.5,1.35,0.5,6.0,linear,141.100,recessivelethal
0.250,0.5,1.425,0.5,6.0,linear,143.800,recessivelethal
0.250,0.5,1.5,0.5,6.0,linear,133.700,recessivelethal
0.275,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.275,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.275,0.5,0.025,0.5,6.0,linear,214.700,haplolethal
0.275,0.5,0.05,0.5,6.0,linear,144.050,haplolethal
0.275,0.5,0.075,0.5,6.0,linear,118.250,haplolethal
0.275,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.275,0.5,0.1,0.5,6.0,linear,103.350,haplolethal
0.275,0.5,0.125,0.5,6.0,linear,94.300,haplolethal
0.275,0.5,0.15,0.5,6.0,linear,86.700,haplolethal
0.275,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.275,0.5,0.175,0.5,6.0,linear,81.600,haplolethal
0.275,0.5,0.2,0.5,6.0,linear,77.150,haplolethal
0.275,0.5,0.225,0.5,6.0,linear,73.950,haplolethal
0.275,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.275,0.5,0.25,0.5,6.0,linear,71.000,haplolethal
0.275,0.5,0.275,0.5,6.0,linear,67.800,haplolethal
0.275,0.5,0.3,0.5,6.0,linear,65.850,haplolethal
0.275,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.275,0.5,0.325,0.5,6.0,linear,63.800,haplolethal
0.275,0.5,0.35,0.5,6.0,linear,62.700,haplolethal
0.275,0.5,0.375,0.5,6.0,linear,61.000,haplolethal
0.275,0.5,0.375,0.5,6.0,linear,294.750,recessivelethal
0.275,0.5,0.4,0.5,6.0,linear,58.800,haplolethal
0.275,0.5,0.425,0.5,6.0,linear,57.850,haplolethal
0.275,0.5,0.45,0.5,6.0,linear,57.350,haplolethal
0.275,0.5,0.45,0.5,6.0,linear,263.157,recessivelethal
0.275,0.5,0.475,0.5,6.0,linear,55.650,haplolethal
0.275,0.5,0.5,0.5,6.0,linear,55.100,haplolethal
0.275,0.5,0.525,0.5,6.0,linear,231.500,recessivelethal
0.275,0.5,0.6,0.5,6.0,linear,224.900,recessivelethal
0.275,0.5,0.675,0.5,6.0,linear,226.400,recessivelethal
0.275,0.5,0.75,0.5,6.0,linear,204.350,recessivelethal
0.275,0.5,0.825,0.5,6.0,linear,200.750,recessivelethal
0.275,0.5,0.9,0.5,6.0,linear,195.250,recessivelethal
0.275,0.5,0.975,0.5,6.0,linear,189.650,recessivelethal
0.275,0.5,1.05,0.5,6.0,linear,185.650,recessivelethal
0.275,0.5,1.125,0.5,6.0,linear,185.800,recessivelethal
0.275,0.5,1.2,0.5,6.0,linear,193.300,recessivelethal
0.275,0.5,1.275,0.5,6.0,linear,172.350,recessivelethal
0.275,0.5,1.35,0.5,6.0,linear,192.950,recessivelethal
0.275,0.5,1.425,0.5,6.0,linear,175.850,recessivelethal
0.275,0.5,1.5,0.5,6.0,linear,189.800,recessivelethal
0.300,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.300,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.300,0.5,0.025,0.5,6.0,linear,180.050,haplolethal
0.300,0.5,0.05,0.5,6.0,linear,130.150,haplolethal
0.300,0.5,0.075,0.5,6.0,linear,110.000,haplolethal
0.300,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.300,0.5,0.1,0.5,6.0,linear,96.900,haplolethal
0.300,0.5,0.125,0.5,6.0,linear,89.300,haplolethal
0.300,0.5,0.15,0.5,6.0,linear,82.800,haplolethal
0.300,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.300,0.5,0.175,0.5,6.0,linear,77.800,haplolethal
0.300,0.5,0.2,0.5,6.0,linear,74.650,haplolethal
0.300,0.5,0.225,0.5,6.0,linear,71.300,haplolethal
0.300,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.300,0.5,0.25,0.5,6.0,linear,68.100,haplolethal
0.300,0.5,0.275,0.5,6.0,linear,66.750,haplolethal
0.300,0.5,0.3,0.5,6.0,linear,63.700,haplolethal
0.300,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.300,0.5,0.325,0.5,6.0,linear,62.450,haplolethal
0.300,0.5,0.35,0.5,6.0,linear,60.650,haplolethal
0.300,0.5,0.375,0.5,6.0,linear,58.600,haplolethal
0.300,0.5,0.375,0.5,6.0,linear,300.500,recessivelethal
0.300,0.5,0.4,0.5,6.0,linear,58.300,haplolethal
0.300,0.5,0.425,0.5,6.0,linear,56.850,haplolethal
0.300,0.5,0.45,0.5,6.0,linear,55.350,haplolethal
0.300,0.5,0.45,0.5,6.0,linear,293.000,recessivelethal
0.300,0.5,0.475,0.5,6.0,linear,54.700,haplolethal
0.300,0.5,0.5,0.5,6.0,linear,53.800,haplolethal
0.300,0.5,0.525,0.5,6.0,linear,291.583,recessivelethal
0.300,0.5,0.6,0.5,6.0,linear,283.733,recessivelethal
0.300,0.5,0.675,0.5,6.0,linear,276.312,recessivelethal
0.300,0.5,0.75,0.5,6.0,linear,280.076,recessivelethal
0.300,0.5,0.825,0.5,6.0,linear,275.000,recessivelethal
0.300,0.5,0.9,0.5,6.0,linear,258.533,recessivelethal
0.300,0.5,0.975,0.5,6.0,linear,265.714,recessivelethal
0.300,0.5,1.05,0.5,6.0,linear,247.600,recessivelethal
0.300,0.5,1.125,0.5,6.0,linear,256.315,recessivelethal
0.300,0.5,1.2,0.5,6.0,linear,245.368,recessivelethal
0.300,0.5,1.275,0.5,6.0,linear,254.875,recessivelethal
0.300,0.5,1.35,0.5,6.0,linear,252.555,recessivelethal
0.300,0.5,1.425,0.5,6.0,linear,260.705,recessivelethal
0.300,0.5,1.5,0.5,6.0,linear,256.600,recessivelethal
0.325,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.325,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.025,0.5,6.0,linear,159.950,haplolethal
0.325,0.5,0.05,0.5,6.0,linear,120.050,haplolethal
0.325,0.5,0.075,0.5,6.0,linear,102.400,haplolethal
0.325,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.1,0.5,6.0,linear,91.750,haplolethal
0.325,0.5,0.125,0.5,6.0,linear,85.200,haplolethal
0.325,0.5,0.15,0.5,6.0,linear,79.900,haplolethal
0.325,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.175,0.5,6.0,linear,74.650,haplolethal
0.325,0.5,0.2,0.5,6.0,linear,72.300,haplolethal
0.325,0.5,0.225,0.5,6.0,linear,68.350,haplolethal
0.325,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.25,0.5,6.0,linear,66.050,haplolethal
0.325,0.5,0.275,0.5,6.0,linear,64.600,haplolethal
0.325,0.5,0.3,0.5,6.0,linear,62.950,haplolethal
0.325,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.325,0.5,6.0,linear,60.950,haplolethal
0.325,0.5,0.35,0.5,6.0,linear,59.700,haplolethal
0.325,0.5,0.375,0.5,6.0,linear,57.500,haplolethal
0.325,0.5,0.375,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.4,0.5,6.0,linear,57.400,haplolethal
0.325,0.5,0.425,0.5,6.0,linear,56.000,haplolethal
0.325,0.5,0.45,0.5,6.0,linear,54.500,haplolethal
0.325,0.5,0.45,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.475,0.5,6.0,linear,53.750,haplolethal
0.325,0.5,0.5,0.5,6.0,linear,52.950,haplolethal
0.325,0.5,0.525,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.6,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.675,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.75,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.825,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.9,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,0.975,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,1.05,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,1.125,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,1.2,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,1.275,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,1.35,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,1.425,0.5,6.0,linear,NAN,recessivelethal
0.325,0.5,1.5,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.350,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.025,0.5,6.0,linear,145.250,haplolethal
0.350,0.5,0.05,0.5,6.0,linear,111.900,haplolethal
0.350,0.5,0.075,0.5,6.0,linear,97.200,haplolethal
0.350,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.1,0.5,6.0,linear,87.650,haplolethal
0.350,0.5,0.125,0.5,6.0,linear,81.850,haplolethal
0.350,0.5,0.15,0.5,6.0,linear,76.200,haplolethal
0.350,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.175,0.5,6.0,linear,72.200,haplolethal
0.350,0.5,0.2,0.5,6.0,linear,69.600,haplolethal
0.350,0.5,0.225,0.5,6.0,linear,67.450,haplolethal
0.350,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.25,0.5,6.0,linear,64.700,haplolethal
0.350,0.5,0.275,0.5,6.0,linear,62.350,haplolethal
0.350,0.5,0.3,0.5,6.0,linear,61.000,haplolethal
0.350,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.325,0.5,6.0,linear,60.100,haplolethal
0.350,0.5,0.35,0.5,6.0,linear,58.550,haplolethal
0.350,0.5,0.375,0.5,6.0,linear,56.550,haplolethal
0.350,0.5,0.375,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.4,0.5,6.0,linear,55.700,haplolethal
0.350,0.5,0.425,0.5,6.0,linear,54.950,haplolethal
0.350,0.5,0.45,0.5,6.0,linear,53.650,haplolethal
0.350,0.5,0.45,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.475,0.5,6.0,linear,52.700,haplolethal
0.350,0.5,0.5,0.5,6.0,linear,51.900,haplolethal
0.350,0.5,0.525,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.6,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.675,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.75,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.825,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.9,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,0.975,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,1.05,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,1.125,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,1.2,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,1.275,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,1.35,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,1.425,0.5,6.0,linear,NAN,recessivelethal
0.350,0.5,1.5,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.375,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.025,0.5,6.0,linear,133.850,haplolethal
0.375,0.5,0.05,0.5,6.0,linear,105.800,haplolethal
0.375,0.5,0.075,0.5,6.0,linear,93.250,haplolethal
0.375,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.1,0.5,6.0,linear,84.000,haplolethal
0.375,0.5,0.125,0.5,6.0,linear,78.600,haplolethal
0.375,0.5,0.15,0.5,6.0,linear,73.750,haplolethal
0.375,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.175,0.5,6.0,linear,71.250,haplolethal
0.375,0.5,0.2,0.5,6.0,linear,68.100,haplolethal
0.375,0.5,0.225,0.5,6.0,linear,65.350,haplolethal
0.375,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.25,0.5,6.0,linear,63.100,haplolethal
0.375,0.5,0.275,0.5,6.0,linear,61.500,haplolethal
0.375,0.5,0.3,0.5,6.0,linear,59.500,haplolethal
0.375,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.325,0.5,6.0,linear,58.850,haplolethal
0.375,0.5,0.35,0.5,6.0,linear,57.150,haplolethal
0.375,0.5,0.375,0.5,6.0,linear,56.050,haplolethal
0.375,0.5,0.375,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.4,0.5,6.0,linear,54.450,haplolethal
0.375,0.5,0.425,0.5,6.0,linear,53.650,haplolethal
0.375,0.5,0.45,0.5,6.0,linear,52.950,haplolethal
0.375,0.5,0.45,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.475,0.5,6.0,linear,52.800,haplolethal
0.375,0.5,0.5,0.5,6.0,linear,51.750,haplolethal
0.375,0.5,0.525,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.6,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.675,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.75,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.825,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.9,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,0.975,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,1.05,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,1.125,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,1.2,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,1.275,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,1.35,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,1.425,0.5,6.0,linear,NAN,recessivelethal
0.375,0.5,1.5,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.400,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.025,0.5,6.0,linear,125.200,haplolethal
0.400,0.5,0.05,0.5,6.0,linear,100.250,haplolethal
0.400,0.5,0.075,0.5,6.0,linear,89.150,haplolethal
0.400,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.1,0.5,6.0,linear,82.000,haplolethal
0.400,0.5,0.125,0.5,6.0,linear,76.450,haplolethal
0.400,0.5,0.15,0.5,6.0,linear,71.450,haplolethal
0.400,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.175,0.5,6.0,linear,69.100,haplolethal
0.400,0.5,0.2,0.5,6.0,linear,66.050,haplolethal
0.400,0.5,0.225,0.5,6.0,linear,64.100,haplolethal
0.400,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.25,0.5,6.0,linear,61.450,haplolethal
0.400,0.5,0.275,0.5,6.0,linear,60.400,haplolethal
0.400,0.5,0.3,0.5,6.0,linear,58.950,haplolethal
0.400,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.325,0.5,6.0,linear,57.050,haplolethal
0.400,0.5,0.35,0.5,6.0,linear,55.400,haplolethal
0.400,0.5,0.375,0.5,6.0,linear,54.850,haplolethal
0.400,0.5,0.375,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.4,0.5,6.0,linear,53.900,haplolethal
0.400,0.5,0.425,0.5,6.0,linear,53.050,haplolethal
0.400,0.5,0.45,0.5,6.0,linear,51.550,haplolethal
0.400,0.5,0.45,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.475,0.5,6.0,linear,52.000,haplolethal
0.400,0.5,0.5,0.5,6.0,linear,50.850,haplolethal
0.400,0.5,0.525,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.6,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.675,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.75,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.825,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.9,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,0.975,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,1.05,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,1.125,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,1.2,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,1.275,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,1.35,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,1.425,0.5,6.0,linear,NAN,recessivelethal
0.400,0.5,1.5,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.425,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.025,0.5,6.0,linear,117.250,haplolethal
0.425,0.5,0.05,0.5,6.0,linear,96.200,haplolethal
0.425,0.5,0.075,0.5,6.0,linear,85.700,haplolethal
0.425,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.1,0.5,6.0,linear,79.100,haplolethal
0.425,0.5,0.125,0.5,6.0,linear,73.250,haplolethal
0.425,0.5,0.15,0.5,6.0,linear,70.700,haplolethal
0.425,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.175,0.5,6.0,linear,67.450,haplolethal
0.425,0.5,0.2,0.5,6.0,linear,64.550,haplolethal
0.425,0.5,0.225,0.5,6.0,linear,61.700,haplolethal
0.425,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.25,0.5,6.0,linear,59.950,haplolethal
0.425,0.5,0.275,0.5,6.0,linear,59.200,haplolethal
0.425,0.5,0.3,0.5,6.0,linear,57.400,haplolethal
0.425,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.325,0.5,6.0,linear,56.400,haplolethal
0.425,0.5,0.35,0.5,6.0,linear,55.350,haplolethal
0.425,0.5,0.375,0.5,6.0,linear,54.050,haplolethal
0.425,0.5,0.375,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.4,0.5,6.0,linear,53.800,haplolethal
0.425,0.5,0.425,0.5,6.0,linear,52.500,haplolethal
0.425,0.5,0.45,0.5,6.0,linear,51.350,haplolethal
0.425,0.5,0.45,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.475,0.5,6.0,linear,50.550,haplolethal
0.425,0.5,0.5,0.5,6.0,linear,50.900,haplolethal
0.425,0.5,0.525,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.6,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.675,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.75,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.825,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.9,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,0.975,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,1.05,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,1.125,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,1.2,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,1.275,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,1.35,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,1.425,0.5,6.0,linear,NAN,recessivelethal
0.425,0.5,1.5,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.450,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.025,0.5,6.0,linear,110.950,haplolethal
0.450,0.5,0.05,0.5,6.0,linear,91.700,haplolethal
0.450,0.5,0.075,0.5,6.0,linear,82.900,haplolethal
0.450,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.1,0.5,6.0,linear,76.350,haplolethal
0.450,0.5,0.125,0.5,6.0,linear,72.000,haplolethal
0.450,0.5,0.15,0.5,6.0,linear,68.050,haplolethal
0.450,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.175,0.5,6.0,linear,65.650,haplolethal
0.450,0.5,0.2,0.5,6.0,linear,63.000,haplolethal
0.450,0.5,0.225,0.5,6.0,linear,61.000,haplolethal
0.450,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.25,0.5,6.0,linear,59.300,haplolethal
0.450,0.5,0.275,0.5,6.0,linear,58.100,haplolethal
0.450,0.5,0.3,0.5,6.0,linear,56.750,haplolethal
0.450,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.325,0.5,6.0,linear,55.500,haplolethal
0.450,0.5,0.35,0.5,6.0,linear,53.550,haplolethal
0.450,0.5,0.375,0.5,6.0,linear,53.900,haplolethal
0.450,0.5,0.375,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.4,0.5,6.0,linear,52.900,haplolethal
0.450,0.5,0.425,0.5,6.0,linear,51.500,haplolethal
0.450,0.5,0.45,0.5,6.0,linear,50.400,haplolethal
0.450,0.5,0.45,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.475,0.5,6.0,linear,50.750,haplolethal
0.450,0.5,0.5,0.5,6.0,linear,49.300,haplolethal
0.450,0.5,0.525,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.6,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.675,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.75,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.825,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.9,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,0.975,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,1.05,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,1.125,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,1.2,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,1.275,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,1.35,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,1.425,0.5,6.0,linear,NAN,recessivelethal
0.450,0.5,1.5,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.0,0.5,6.0,linear,NAN,haplolethal
0.475,0.5,0.0,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.025,0.5,6.0,linear,106.800,haplolethal
0.475,0.5,0.05,0.5,6.0,linear,89.150,haplolethal
0.475,0.5,0.075,0.5,6.0,linear,80.300,haplolethal
0.475,0.5,0.075,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.1,0.5,6.0,linear,74.400,haplolethal
0.475,0.5,0.125,0.5,6.0,linear,70.050,haplolethal
0.475,0.5,0.15,0.5,6.0,linear,67.450,haplolethal
0.475,0.5,0.15,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.175,0.5,6.0,linear,64.250,haplolethal
0.475,0.5,0.2,0.5,6.0,linear,61.850,haplolethal
0.475,0.5,0.225,0.5,6.0,linear,59.850,haplolethal
0.475,0.5,0.225,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.25,0.5,6.0,linear,58.150,haplolethal
0.475,0.5,0.275,0.5,6.0,linear,56.650,haplolethal
0.475,0.5,0.3,0.5,6.0,linear,55.800,haplolethal
0.475,0.5,0.3,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.325,0.5,6.0,linear,55.200,haplolethal
0.475,0.5,0.35,0.5,6.0,linear,54.200,haplolethal
0.475,0.5,0.375,0.5,6.0,linear,52.550,haplolethal
0.475,0.5,0.375,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.4,0.5,6.0,linear,51.700,haplolethal
0.475,0.5,0.425,0.5,6.0,linear,51.350,haplolethal
0.475,0.5,0.45,0.5,6.0,linear,50.250,haplolethal
0.475,0.5,0.45,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.475,0.5,6.0,linear,49.200,haplolethal
0.475,0.5,0.5,0.5,6.0,linear,48.650,haplolethal
0.475,0.5,0.525,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.6,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.675,0.5,6.0,linear,NAN,recessivelethal
0.475,0.5,0.75,0.5,6.0,linear,NAN,recessivelethal
